p2ServePointsWon,p2ReturnPointsWon,player2,odds,winner,date,tournament,t_round,player1,outlier,id,cluster,spw,spw_count
62.0,32.0,Jerzy Janowicz,$1.680,Ernests Gulbis,Oct 14 2013,Stockholm,Q,Ernests Gulbis,false,39.0,cluster_4,0.01,1
65.0,35.0,Jeremy Chardy,$1.313,Ernests Gulbis,Oct 14 2013,Stockholm,R32,Ernests Gulbis,false,41.0,cluster_4,0.07,2
69.0,36.0,Jo-Wilfried Tsonga,$2.712,Jo-Wilfried Tsonga,Oct 14 2013,Tokyo,R32,Gael Monfils,false,28.0,cluster_4,0.18,7
72.0,31.0,John Isner,$3.178,John Isner,Oct 14 2013,US Open Slam,Round of 64,Gael Monfils,false,29.0,cluster_4,0.08,3
72.0,27.0,Milos Raonic,$2.985,Milos Raonic,Oct 14 2013,ATP World Tour Masters 1000 Shanghai,R32,Fernando Verdasco,false,24.0,cluster_3,-0.6,16
67.0,37.0,Ernests Gulbis,$2.370,Ernests Gulbis,Oct 14 2013,Stockholm,Q,Jerzy Janowicz,false,29.0,cluster_1,0.05,2
53,34,Fabio Fognini,$1.445,Nicolas Almagro,Oct 21 2013,Valencia,Q,Nicolas Almagro,FALSE,49,cluster_4,-0.77,13
76,40,Juan Martin Del Potro,$3.014,Juan Martin Del Potro,Oct 21 2013,ATP World Tour Masters 1000 Shanghai,Q,Nicolas Almagro,FALSE,56,cluster_1,-0.61,10
69,25,John Isner,$3.151,Jeremy Chardy,Oct 21 2013,Valencia,R16,Jeremy Chardy,FALSE,59,cluster_3,-0.32,4
64.0,34.0,Roger Federer,$1.773,Juan Martin Del Potro,Oct 21 2013,Basel,F,Juan Martin Del Potro,false,38.0,cluster_3,0.74,11
70.0,40.0,Roger Federer,$2.996,Roger Federer,Oct 21 2013,Basel,Q,Grigor Dimitrov,false,34.0,cluster_3,-0.03,2
54.0,19.0,Alexandr Dolgopolov,$1.452,Grigor Dimitrov,Oct 21 2013,Basel,R16,Grigor Dimitrov,false,35.0,cluster_2,-0.17,1
59.0,29.0,Grigor Dimitrov,$1.464,Roger Federer,Oct 21 2013,Basel,Q,Roger Federer,false,86.0,cluster_0,0.19,2
70.0,34.0,Gael Monfils,$1.325,Gael Monfils,Oct 21 2013,ATP World Tour Masters 1000 Shanghai,R16,Roger Federer,false,91.0,cluster_2,0.12,1
57.0,22.0,Nicolas Almagro,$1.366,David Ferrer,Oct 21 2013,Valencia,S,David Ferrer,false,8.0,cluster_2,0.14,1
62.0,20.0,Jerzy Janowicz,$1.287,David Ferrer,Oct 21 2013,Valencia,Q,David Ferrer,false,9.0,cluster_2,0.25,1
48.0,25.0,Gael Monfils,$1.541,David Ferrer,Oct 21 2013,Valencia,R32,David Ferrer,false,13.0,cluster_0,0.43,2
64.0,42.0,Mikhail Youzhny,$1.310,Mikhail Youzhny,Oct 21 2013,Valencia,F,David Ferrer,false,84.0,cluster_1,0.97,7
70.0,36.0,John Isner,$1.683,John Isner,Oct 21 2013,Valencia,R32,Ernests Gulbis,false,37.0,cluster_2,1.85,12
75.0,30.0,Jeremy Chardy,$1.429,Jeremy Chardy,Oct 21 2013,Valencia,R16,John Isner,false,29.0,cluster_1,0.06,5
63.0,29.0,Ernests Gulbis,$2.364,John Isner,Oct 21 2013,Valencia,R32,John Isner,false,30.0,cluster_3,-0.41,5
78.0,46.0,Jo-Wilfried Tsonga,$2.390,Jo-Wilfried Tsonga,Oct 21 2013,ATP World Tour Masters 1000 Shanghai,R16,Kei Nishikori,false,62.0,cluster_1,0.63,7
66.0,30.0,Philipp Kohlschreiber,$2.057,Mikhail Youzhny,Oct 21 2013,Valencia,R16,Mikhail Youzhny,false,20.0,cluster_0,0.26,12
67.0,34.0,Kevin Anderson,$2.230,Roberto Bautista Agut,Oct 21 2013,Valencia,R32,Roberto Bautista Agut,false,64.0,cluster_0,-0.09,1
80.0,45.0,Grigor Dimitrov,$3.046,Grigor Dimitrov,Oct 21 2013,Basel,R16,Alexandr Dolgopolov,false,20.0,cluster_2,-0.11,3
65.0,46.0,Nicolas Almagro,$3.075,Nicolas Almagro,Oct 21 2013,Valencia,Q,Fabio Fognini,false,54.0,cluster_1,1.6,15
79.0,37.0,David Ferrer,$4.169,David Ferrer,Oct 21 2013,Valencia,Q,Jerzy Janowicz,false,33.0,cluster_3,-1.67,13
58.0,35.0,Tommy Haas,$2.364,Philipp Kohlschreiber,Oct 21 2013,Valencia,R32,Philipp Kohlschreiber,false,57.0,cluster_1,-1.77,17
69.0,33.0,Mikhail Youzhny,$1.884,Mikhail Youzhny,Oct 21 2013,Valencia,R16,Philipp Kohlschreiber,false,62.0,cluster_0,-0.11,15
65,37,David Ferrer,$1.958,David Ferrer,Oct 28 2013,ATP World Tour Masters 1000 Paris,Q,Tomas Berdych,FALSE,37,cluster_4,0.0,2
65,26,Milos Raonic,$2.087,Tomas Berdych,Oct 28 2013,ATP World Tour Masters 1000 Paris,R16,Tomas Berdych,FALSE,38,cluster_1,0.08,1
74,37,Juan Martin Del Potro,$3.824,Juan Martin Del Potro,Oct 28 2013,ATP World Tour Masters 1000 Paris,R32,Marin Cilic,FALSE,34,cluster_0,0.17,3
76.0,42.0,Roger Federer,$1.985,Roger Federer,Oct 28 2013,ATP World Tour Masters 1000 Paris,Q,Juan Martin Del Potro,false,32.0,cluster_4,-0.44,24
69.0,26.0,Grigor Dimitrov,$1.362,Juan Martin Del Potro,Oct 28 2013,ATP World Tour Masters 1000 Paris,R16,Juan Martin Del Potro,false,33.0,cluster_3,0.44,12
62.0,25.0,Marin Cilic,$1.324,Juan Martin Del Potro,Oct 28 2013,ATP World Tour Masters 1000 Paris,R32,Juan Martin Del Potro,false,37.0,cluster_3,0.35,4
73.0,30.0,Juan Martin Del Potro,$3.538,Juan Martin Del Potro,Oct 28 2013,ATP World Tour Masters 1000 Paris,R16,Grigor Dimitrov,false,32.0,cluster_0,-1.8,13
58.0,34.0,Roger Federer,$1.308,Novak Djokovic,Oct 28 2013,ATP World Tour Masters 1000 Paris,S,Novak Djokovic,false,62.0,cluster_2,0.04,1
54.0,31.0,Stan Wawrinka,$1.188,Novak Djokovic,Oct 28 2013,ATP World Tour Masters 1000 Paris,Q,Novak Djokovic,false,63.0,cluster_2,0.41,16
56.0,19.0,John Isner,$1.171,Novak Djokovic,Oct 28 2013,ATP World Tour Masters 1000 Paris,R16,Novak Djokovic,false,66.0,cluster_0,0.66,14
61.0,28.0,Juan Martin Del Potro,$1.378,Novak Djokovic,Oct 28 2013,ATP World Tour Masters 1000 Shanghai,F,Novak Djokovic,false,70.0,cluster_2,0.87,17
57.0,23.0,Juan Martin Del Potro,$1.948,Roger Federer,Oct 28 2013,ATP World Tour Masters 1000 Paris,Q,Roger Federer,false,75.0,cluster_0,0.31,3
62.0,23.0,Philipp Kohlschreiber,$1.248,Roger Federer,Oct 28 2013,ATP World Tour Masters 1000 Paris,R16,Roger Federer,false,78.0,cluster_0,1.88,8
58.0,32.0,Kevin Anderson,$1.176,Roger Federer,Oct 28 2013,ATP World Tour Masters 1000 Paris,R32,Roger Federer,false,79.0,cluster_1,0.08,2
65.0,35.0,Juan Martin Del Potro,$2.207,Juan Martin Del Potro,Oct 28 2013,Basel,F,Roger Federer,false,80.0,cluster_2,1.74,12
68.0,43.0,Novak Djokovic,$6.134,Novak Djokovic,Oct 28 2013,ATP World Tour Masters 1000 Paris,F,David Ferrer,false,73.0,cluster_1,-0.09,3
59.0,32.0,Rafael Nadal,$6.609,David Ferrer,Oct 28 2013,ATP World Tour Masters 1000 Paris,S,David Ferrer,false,74.0,cluster_3,-0.25,5
62.0,34.0,Tomas Berdych,$1.976,David Ferrer,Oct 28 2013,ATP World Tour Masters 1000 Paris,Q,David Ferrer,false,78.0,cluster_3,-0.14,2
55.0,28.0,Gilles Simon,$1.373,David Ferrer,Oct 28 2013,ATP World Tour Masters 1000 Paris,R16,David Ferrer,false,79.0,cluster_2,0.18,2
55.0,28.0,Kei Nishikori,$1.479,Richard Gasquet,Oct 28 2013,ATP World Tour Masters 1000 Paris,R16,Richard Gasquet,false,20.0,cluster_0,1.81,23
58.0,30.0,Fernando Verdasco,$1.345,Richard Gasquet,Oct 28 2013,ATP World Tour Masters 1000 Paris,R32,Richard Gasquet,false,21.0,cluster_2,0.27,5
70.0,39.0,Fernando Verdasco,$1.550,Fernando Verdasco,Oct 28 2013,ATP World Tour Masters 1000 Paris,R64,Ernests Gulbis,false,36.0,cluster_2,0.63,22
64.0,41.0,Philipp Kohlschreiber,$1.683,Philipp Kohlschreiber,Oct 28 2013,Valencia,R32,Tommy Haas,false,27.0,cluster_2,1.8,17
80.0,43.0,Novak Djokovic,$6.134,Novak Djokovic,Oct 28 2013,ATP World Tour Masters 1000 Paris,R16,John Isner,false,27.0,cluster_2,0.78,19
69.0,40.0,Novak Djokovic,$9.817,Novak Djokovic,Oct 28 2013,ATP World Tour Masters 1000 Shanghai,Q,Gael Monfils,false,24.0,cluster_4,0,0
65.0,29.0,Roger Federer,$3.814,Gael Monfils,Oct 28 2013,ATP World Tour Masters 1000 Shanghai,R16,Gael Monfils,false,25.0,cluster_3,-0.09,1
48.0,28.0,Richard Gasquet,$1.202,Rafael Nadal,Oct 28 2013,ATP World Tour Masters 1000 Paris,Q,Rafael Nadal,false,9.0,cluster_4,1.42,12
62.0,35.0,Jerzy Janowicz,$1.180,Rafael Nadal,Oct 28 2013,ATP World Tour Masters 1000 Paris,R16,Rafael Nadal,false,10.0,cluster_2,0.28,11
67.0,40.0,David Ferrer,$1.155,David Ferrer,Oct 28 2013,ATP World Tour Masters 1000 Paris,S,Rafael Nadal,false,90.0,cluster_3,1.82,16
64.0,32.0,Jo-Wilfried Tsonga,$3.026,Kei Nishikori,Oct 28 2013,ATP World Tour Masters 1000 Paris,R32,Kei Nishikori,false,54.0,cluster_0,-0.01,11
73.0,34.0,Tomas Berdych,$1.859,Tomas Berdych,Oct 28 2013,ATP World Tour Masters 1000 Paris,R16,Milos Raonic,false,51.0,cluster_3,-0.59,14
68.0,40.0,Philipp Kohlschreiber,$2.168,Philipp Kohlschreiber,Oct 28 2013,ATP World Tour Masters 1000 Paris,R64,Andreas Seppi,false,27.0,cluster_0,0.15,2
67.0,35.0,Kei Nishikori,$1.456,Kei Nishikori,Oct 28 2013,ATP World Tour Masters 1000 Paris,R32,Jo-Wilfried Tsonga,false,62.0,cluster_0,1.7,8
60.0,29.0,Ernests Gulbis,$2.690,Fernando Verdasco,Oct 28 2013,ATP World Tour Masters 1000 Paris,R64,Fernando Verdasco,false,20.0,cluster_2,2.83,41
68.0,46.0,Novak Djokovic,$5.701,Novak Djokovic,Oct 28 2013,ATP World Tour Masters 1000 Paris,Q,Stan Wawrinka,false,47.0,cluster_3,-0.27,14
48.0,33.0,Nicolas Almagro,$1.609,Stan Wawrinka,Oct 28 2013,ATP World Tour Masters 1000 Paris,R16,Stan Wawrinka,false,48.0,cluster_4,0.52,6
60.0,22.0,Feliciano Lopez,$1.359,Stan Wawrinka,Oct 28 2013,ATP World Tour Masters 1000 Paris,R32,Stan Wawrinka,false,51.0,cluster_0,-0.44,22
57.0,35.0,David Ferrer,$3.945,Mikhail Youzhny,Oct 28 2013,Valencia,F,Mikhail Youzhny,false,17.0,cluster_1,-0.09,1
57.0,52.0,Grigor Dimitrov,$3.375,Grigor Dimitrov,Oct 28 2013,ATP World Tour Masters 1000 Paris,R32,Fabio Fognini,false,51.0,cluster_1,0.17,1
65.0,37.0,Rafael Nadal,$5.894,Rafael Nadal,Oct 28 2013,ATP World Tour Masters 1000 Paris,R16,Jerzy Janowicz,false,34.0,cluster_1,-1.63,14
52.0,35.0,Tommy Haas,$2.322,Philipp Kohlschreiber,Oct 28 2013,ATP World Tour Masters 1000 Paris,R32,Philipp Kohlschreiber,false,60.0,cluster_1,-0.64,25
59.0,31.0,Andreas Seppi,$1.799,Philipp Kohlschreiber,Oct 28 2013,ATP World Tour Masters 1000 Paris,R64,Philipp Kohlschreiber,false,61.0,cluster_1,-0.06,6
76.0,37.0,Roger Federer,$4.632,Roger Federer,Oct 28 2013,ATP World Tour Masters 1000 Paris,R16,Philipp Kohlschreiber,false,63.0,cluster_2,-1.36,9
77.0,39.0,Stan Wawrinka,$3.557,Stan Wawrinka,Oct 28 2013,ATP World Tour Masters 1000 Paris,R32,Feliciano Lopez,false,29.0,cluster_3,0.74,12
51.0,26.0,Stan Wawrinka,$1.190,Novak Djokovic,Nov 4 2013,Barclays ATP World Tour Finals,S,Novak Djokovic,false,56.0,cluster_2,2.04,20
56.0,31.0,David Ferrer,$1.171,Novak Djokovic,Nov 4 2013,ATP World Tour Masters 1000 Paris,F,Novak Djokovic,false,60.0,cluster_2,0.5,4
65.0,41.0,Novak Djokovic,$3.964,Novak Djokovic,Nov 4 2013,ATP World Tour Masters 1000 Paris,S,Roger Federer,false,74.0,cluster_1,0.23,12
71.0,51.0,Rafael Nadal,$5.407,Rafael Nadal,Nov 4 2013,ATP World Tour Masters 1000 Paris,Q,Richard Gasquet,false,19.0,cluster_1,-1.21,12
68.0,44.0,Novak Djokovic,$2.571,Novak Djokovic,Nov 4 2013,Barclays ATP World Tour Finals,F,Rafael Nadal,false,80.0,cluster_3,1.87,28
59.0,26.0,Roger Federer,$1.340,Rafael Nadal,Nov 4 2013,Barclays ATP World Tour Finals,S,Rafael Nadal,false,85.0,cluster_0,4.76,27
73.0,48.0,Novak Djokovic,$5.658,Novak Djokovic,Nov 4 2013,Barclays ATP World Tour Finals,S,Stan Wawrinka,false,43.0,cluster_3,-0.41,15
75,37,Novak Djokovic,$10.342,Novak Djokovic,Nov 15 2013,Davis Cup,Reverse Singles,Tomas Berdych,FALSE,35,cluster_4,-0.32,15
55.0,31.0,Rafael Nadal,$1.592,Novak Djokovic,Nov 15 2013,Barclays ATP World Tour Finals,F,Novak Djokovic,false,55.0,cluster_2,4.58,31
63.0,25.0,Tomas Berdych,$1.087,Novak Djokovic,Dec 26 2013,Davis Cup,Reverse Singles,Novak Djokovic,false,51.0,cluster_0,2.6,29
67.0,42.0,Fabio Fognini,$1.691,Fabio Fognini,Dec 28 2013,ATP World Tour Masters 1000 Shanghai,R32,Tommy Robredo,false,27.0,cluster_3,-0.32,2
59.0,46.0,Fabio Fognini,$1.467,Fabio Fognini,Dec 28 2013,Beijing,R32,Tommy Robredo,false,29.0,cluster_3,-1.44,11
67,41,Roger Federer,$5.989,Roger Federer,Dec 30 2013,ATP World Tour Masters 1000 Paris,R32,Kevin Anderson,FALSE,45,cluster_1,-0.31,3
59,32,Mikhail Youzhny,$2.727,Kevin Anderson,Dec 30 2013,ATP World Tour Masters 1000 Paris,R64,Kevin Anderson,FALSE,48,cluster_0,0.14,4
65,32,Roberto Bautista Agut,$1.759,Roberto Bautista Agut,Dec 30 2013,Valencia,R32,Kevin Anderson,FALSE,49,cluster_1,0.05,2
72,33,Roger Federer,$10.735,Roger Federer,Dec 30 2013,Brisbane,S,Jeremy Chardy,FALSE,47,cluster_1,-0.06,2
67,40,Kei Nishikori,$1.816,Kei Nishikori,Dec 30 2013,Brisbane,Q,Marin Cilic,FALSE,31,cluster_2,-0.13,18
66,27,Grigor Dimitrov,$2.394,Marin Cilic,Dec 30 2013,Brisbane,R16,Marin Cilic,FALSE,32,cluster_4,0.06,4
72.0,33.0,Marin Cilic,$1.669,Marin Cilic,Dec 30 2013,Brisbane,R16,Grigor Dimitrov,false,30.0,cluster_0,0,0
66.0,27.0,Jeremy Chardy,$1.082,Roger Federer,Dec 30 2013,Brisbane,S,Roger Federer,false,63.0,cluster_0,0.18,3
73.0,40.0,Rafael Nadal,$3.693,Rafael Nadal,Dec 30 2013,Barclays ATP World Tour Finals,S,Roger Federer,false,68.0,cluster_2,-0.17,12
53.0,40.0,Alexandr Dolgopolov,$1.220,David Ferrer,Dec 30 2013,Doha,R32,David Ferrer,false,66.0,cluster_4,0.71,9
63.0,40.0,Rafael Nadal,$4.792,Rafael Nadal,Dec 30 2013,Doha,Q,Ernests Gulbis,false,33.0,cluster_1,0.2,15
60.0,34.0,Roger Federer,$6.053,Lleyton Hewitt,Dec 30 2013,Brisbane,F,Lleyton Hewitt,false,14.0,cluster_1,-0.21,3
63.0,31.0,Kei Nishikori,$2.437,Lleyton Hewitt,Dec 30 2013,Brisbane,S,Lleyton Hewitt,false,15.0,cluster_1,0,0
61.0,33.0,Feliciano Lopez,$1.550,Lleyton Hewitt,Dec 30 2013,Brisbane,R16,Lleyton Hewitt,false,17.0,cluster_1,-0.2,5
60.0,24.0,Gael Monfils,$1.411,Rafael Nadal,Dec 30 2013,Doha,F,Rafael Nadal,false,67.0,cluster_0,0.11,2
59.0,36.0,Ernests Gulbis,$1.237,Rafael Nadal,Dec 30 2013,Doha,Q,Rafael Nadal,false,73.0,cluster_2,0.12,13
59.0,32.0,Marin Cilic,$2.144,Kei Nishikori,Dec 30 2013,Brisbane,Q,Kei Nishikori,false,48.0,cluster_4,1.28,11
71.0,44.0,Richard Gasquet,$2.933,Richard Gasquet,Dec 30 2013,ATP World Tour Masters 1000 Paris,R16,Kei Nishikori,false,50.0,cluster_1,1.54,17
69.0,41.0,Richard Gasquet,$3.654,Richard Gasquet,Dec 30 2013,ATP World Tour Masters 1000 Paris,R32,Fernando Verdasco,false,19.0,cluster_4,0.21,2
59.0,46.0,David Ferrer,$5.059,David Ferrer,Dec 30 2013,Doha,R32,Alexandr Dolgopolov,false,26.0,cluster_3,-3.13,29
66.0,38.0,Lleyton Hewitt,$2.690,Lleyton Hewitt,Dec 30 2013,Brisbane,R16,Feliciano Lopez,false,34.0,cluster_0,0.47,3
71.0,45.0,David Ferrer,$3.467,David Ferrer,Dec 30 2013,ATP World Tour Masters 1000 Paris,R16,Gilles Simon,false,18.0,cluster_0,-0.41,2
64.0,47.0,Philipp Kohlschreiber,$1.706,Philipp Kohlschreiber,Jan 6 2014,ATP World Tour Masters 1000 Paris,R32,Tommy Haas,false,26.0,cluster_1,2.11,23
66.0,29.0,Roberto Bautista Agut,$1.530,John Isner,Jan 6 2014,Auckland,S,John Isner,false,24.0,cluster_3,2.07,15
72.0,18.0,Philipp Kohlschreiber,$2.245,John Isner,Jan 6 2014,Auckland,Q,John Isner,false,25.0,cluster_0,0.33,15
57.0,24.0,Richard Gasquet,$1.636,Gael Monfils,Jan 6 2014,Doha,R16,Gael Monfils,false,21.0,cluster_1,-0.8,14
74.0,51.0,David Ferrer,$2.717,David Ferrer,Jan 6 2014,Valencia,R32,Gael Monfils,false,23.0,cluster_2,-0.03,2
50.0,17.0,Jerzy Janowicz,$1.764,Alexandr Dolgopolov,Jan 6 2014,Sydney,R16,Alexandr Dolgopolov,false,29.0,cluster_0,0.14,4
75.0,42.0,Gael Monfils,$2.465,Gael Monfils,Jan 7 2014,Doha,R16,Richard Gasquet,false,17.0,cluster_3,1.02,15
68.0,36.0,Lleyton Hewitt,$1.648,Lleyton Hewitt,Jan 7 2014,Brisbane,S,Kei Nishikori,false,44.0,cluster_0,0,0
67.0,40.0,Kevin Anderson,$1.538,Kevin Anderson,Jan 7 2014,ATP World Tour Masters 1000 Paris,R64,Mikhail Youzhny,false,16.0,cluster_0,1.33,9
66,51,Stan Wawrinka,$2.528,Stan Wawrinka,Jan 13 2014,ATP World Tour Masters 1000 Paris,R16,Nicolas Almagro,FALSE,45,cluster_3,-0.96,15
76,44,Tomas Berdych,$6.753,Tomas Berdych,Jan 13 2014,Australian Open Slam,Round of 16,Kevin Anderson,FALSE,37,cluster_4,-0.72,17
72,28,Stan Wawrinka,$2.145,Stan Wawrinka,Jan 13 2014,Australian Open Slam,Semi Final,Tomas Berdych,FALSE,28,cluster_1,0.2,25
58,39,David Ferrer,$1.554,Tomas Berdych,Jan 13 2014,Australian Open Slam,Quarter Final,Tomas Berdych,FALSE,29,cluster_3,-0.36,17
56,24,Kevin Anderson,$1.109,Tomas Berdych,Jan 13 2014,Australian Open Slam,Round of 16,Tomas Berdych,FALSE,30,cluster_2,0.72,17
70,45,David Ferrer,$3.334,David Ferrer,Jan 13 2014,Australian Open Slam,Round of 32,Jeremy Chardy,FALSE,44,cluster_0,-0.11,3
63,35,Alexandr Dolgopolov,$2.260,Jeremy Chardy,Jan 13 2014,Australian Open Slam,Round of 64,Jeremy Chardy,FALSE,45,cluster_3,-1.65,13
59,44,Gilles Simon,$1.275,Gilles Simon,Jan 13 2014,Australian Open Slam,Round of 64,Marin Cilic,FALSE,27,cluster_2,0.09,1
67.0,34.0,Roberto Bautista Agut,$1.064,Roberto Bautista Agut,Jan 13 2014,Australian Open Slam,Round of 64,Juan Martin del Potro,false,19.0,cluster_4,-0.02,4
71.0,38.0,Rafael Nadal,$6.575,Rafael Nadal,Jan 13 2014,Australian Open Slam,Quarter Final,Grigor Dimitrov,false,25.0,cluster_3,-0.61,14
65.0,30.0,Roberto Bautista Agut,$1.630,Grigor Dimitrov,Jan 13 2014,Australian Open Slam,Round of 16,Grigor Dimitrov,false,26.0,cluster_0,-1.51,13
68.0,20.0,Milos Raonic,$2.125,Grigor Dimitrov,Jan 13 2014,Australian Open Slam,Round of 32,Grigor Dimitrov,false,27.0,cluster_0,-0.11,8
49.0,17.0,Fabio Fognini,$1.013,Novak Djokovic,Jan 13 2014,Australian Open Slam,Round of 16,Novak Djokovic,false,41.0,cluster_3,4.89,16
60.0,27.0,Andy Murray,$1.724,Roger Federer,Jan 13 2014,Australian Open Slam,Quarter Final,Roger Federer,false,50.0,cluster_0,1.26,23
63.0,20.0,Jo-Wilfried Tsonga,$1.554,Roger Federer,Jan 13 2014,Australian Open Slam,Round of 16,Roger Federer,false,54.0,cluster_0,1.23,15
65.0,39.0,Lleyton Hewitt,$1.174,Lleyton Hewitt,Jan 13 2014,Brisbane,F,Roger Federer,false,62.0,cluster_1,0.76,4
61.0,42.0,Tomas Berdych,$2.460,Tomas Berdych,Jan 13 2014,Australian Open Slam,Quarter Final,David Ferrer,false,54.0,cluster_1,0.44,16
55.0,30.0,Jeremy Chardy,$1.395,David Ferrer,Jan 13 2014,Australian Open Slam,Round of 32,David Ferrer,false,56.0,cluster_3,0.7,3
64.0,36.0,Andreas Seppi,$1.283,Andreas Seppi,Jan 13 2014,Australian Open Slam,Round of 128,Lleyton Hewitt,false,13.0,cluster_0,-0.8,11
75.0,39.0,Rafael Nadal,$3.245,Rafael Nadal,Jan 13 2014,Doha,F,Gael Monfils,false,18.0,cluster_4,-0.09,1
73.0,40.0,Roger Federer,$2.289,Roger Federer,Jan 13 2014,Australian Open Slam,Quarter Final,Andy Murray,false,46.0,cluster_3,0.84,31
60.0,27.0,Feliciano Lopez,$1.107,Andy Murray,Jan 13 2014,Australian Open Slam,Round of 32,Andy Murray,false,48.0,cluster_2,1.03,7
71.0,44.0,Stan Wawrinka,$1.175,Stan Wawrinka,Jan 13 2014,Australian Open Slam,Final,Rafael Nadal,false,54.0,cluster_3,5.41,31
60.0,27.0,Roger Federer,$1.654,Rafael Nadal,Jan 13 2014,Australian Open Slam,Semi Final,Rafael Nadal,false,55.0,cluster_0,5.04,32
62.0,29.0,Grigor Dimitrov,$1.114,Rafael Nadal,Jan 13 2014,Australian Open Slam,Quarter Final,Rafael Nadal,false,58.0,cluster_2,0.79,16
58.0,35.0,Kei Nishikori,$1.029,Rafael Nadal,Jan 13 2014,Australian Open Slam,Round of 16,Rafael Nadal,false,59.0,cluster_2,2.04,10
50.0,27.0,Gael Monfils,$1.100,Rafael Nadal,Jan 13 2014,Australian Open Slam,Round of 32,Rafael Nadal,false,60.0,cluster_4,2.3,20
80.0,32.0,Grigor Dimitrov,$1.726,Grigor Dimitrov,Jan 13 2014,Australian Open Slam,Round of 32,Milos Raonic,false,46.0,cluster_3,0.34,11
73.0,37.0,Stan Wawrinka,$3.191,Stan Wawrinka,Jan 13 2014,Australian Open Slam,Round of 16,Tommy Robredo,false,23.0,cluster_4,0.67,18
64.0,35.0,Richard Gasquet,$2.579,Tommy Robredo,Jan 13 2014,Australian Open Slam,Round of 32,Tommy Robredo,false,24.0,cluster_0,0,0
64.0,36.0,Lleyton Hewitt,$4.206,Andreas Seppi,Jan 13 2014,Australian Open Slam,Round of 128,Andreas Seppi,false,20.0,cluster_0,1.94,12
80.0,38.0,Roger Federer,$2.460,Roger Federer,Jan 13 2014,Australian Open Slam,Round of 16,Jo-Wilfried Tsonga,false,52.0,cluster_4,0.76,18
69.0,25.0,Gilles Simon,$1.153,Jo-Wilfried Tsonga,Jan 13 2014,Australian Open Slam,Round of 32,Jo-Wilfried Tsonga,false,55.0,cluster_1,1.04,21
56.0,29.0,Rafael Nadal,$6.025,Stan Wawrinka,Jan 13 2014,Australian Open Slam,Final,Stan Wawrinka,false,27.0,cluster_2,-0.43,24
72.0,28.0,Tomas Berdych,$1.815,Stan Wawrinka,Jan 13 2014,Australian Open Slam,Semi Final,Stan Wawrinka,false,30.0,cluster_0,0.48,21
68.0,37.0,Novak Djokovic,$7.979,Stan Wawrinka,Jan 13 2014,Australian Open Slam,Quarter Final,Stan Wawrinka,false,33.0,cluster_3,-0.71,21
63.0,27.0,Tommy Robredo,$1.358,Stan Wawrinka,Jan 13 2014,Australian Open Slam,Round of 16,Stan Wawrinka,false,34.0,cluster_2,-0.33,23
66.0,33.0,Juan Martin del Potro,$13.033,Roberto Bautista Agut,Jan 13 2014,Australian Open Slam,Round of 64,Roberto Bautista Agut,false,14.0,cluster_0,0.1,3
70.0,33.0,John Isner,$2.752,John Isner,Jan 13 2014,Auckland,S,Roberto Bautista Agut,false,76.0,cluster_0,0.11,4
65.0,37.0,Jeremy Chardy,$1.741,Jeremy Chardy,Jan 13 2014,Australian Open Slam,Round of 64,Alexandr Dolgopolov,false,27.0,cluster_3,2.61,15
83.0,51.0,Novak Djokovic,$15.802,Novak Djokovic,Jan 13 2014,Australian Open Slam,Round of 16,Fabio Fognini,false,9.0,cluster_0,-2.46,14
81.0,27.0,John Isner,$1.749,John Isner,Jan 13 2014,Auckland,Q,Philipp Kohlschreiber,false,66.0,cluster_2,-0.12,7
73.0,40.0,Andy Murray,$6.802,Andy Murray,Jan 13 2014,Australian Open Slam,Round of 32,Feliciano Lopez,false,78.0,cluster_3,1.13,17
56.0,41.0,Marin Cilic,$4.292,Gilles Simon,Jan 13 2014,Australian Open Slam,Round of 64,Gilles Simon,false,69.0,cluster_3,-0.16,4
73.0,40.0,Rafael Nadal,$2.424,Rafael Nadal,Jan 31 2014,Australian Open Slam,Semi Final,Roger Federer,false,49.0,cluster_2,-0.17,14
65.0,36.0,Tommy Robredo,$1.510,Tommy Robredo,Jan 31 2014,Australian Open Slam,Round of 32,Richard Gasquet,false,14.0,cluster_2,0.39,6
73.0,50.0,Rafael Nadal,$7.098,Rafael Nadal,Jan 31 2014,Australian Open Slam,Round of 32,Gael Monfils,false,15.0,cluster_2,-0.44,10
65.0,42.0,Rafael Nadal,$12.817,Rafael Nadal,Jan 31 2014,Australian Open Slam,Round of 16,Kei Nishikori,false,38.0,cluster_1,-2.03,11
58,34,Fabio Fognini,$2.159,Fabio Fognini,Feb 3 2014,Vina del Mar,S,Nicolas Almagro,FALSE,38,cluster_4,0.87,36
64,41,Fabio Fognini,$3.184,Fabio Fognini,Feb 3 2014,Vina del Mar,Q,Jeremy Chardy,FALSE,35,cluster_0,0.24,1
58,33,Tommy Haas,$1.530,Marin Cilic,Feb 3 2014,Zagreb,F,Marin Cilic,FALSE,22,cluster_1,0.58,6
67.0,22.0,Jerzy Janowicz,$1.567,Richard Gasquet,Feb 3 2014,Montpellier,S,Richard Gasquet,false,11.0,cluster_4,0.98,18
70.0,35.0,Grigor Dimitrov,$2.510,Grigor Dimitrov,Feb 3 2014,Australian Open Slam,Round of 16,Roberto Bautista Agut,false,6.0,cluster_0,1.71,12
